timestamp,bus,V(pu),I(pu),breaker_status
2026-03-11 13:33:58,4,1.046,1.39,1
2026-03-11 13:33:58,5,1.011,1.376,1
2026-03-11 13:34:02,1,0.99,0.581,0
2026-03-11 13:34:02,2,0.953,0.799,0
2026-03-11 13:34:02,3,1.027,1.976,0
2026-03-11 13:34:02,4,1.007,1.284,1
2026-03-11 13:34:02,5,1.005,1.339,1
2026-03-11 13:34:06,1,0.99,0.581,1
2026-03-11 13:34:06,2,0.953,0.799,0
2026-03-11 13:34:06,3,1.027,1.976,1
2026-03-11 13:34:06,4,1.007,1.284,1
2026-03-11 13:34:06,5,1.005,1.339,1
2026-03-11 13:34:10,1,0.958,0.777,0
2026-03-11 13:34:10,2,1.015,1.782,0
2026-03-11 13:34:10,3,0.97,1.37,0
2026-03-11 13:34:10,4,1.047,0.102,1
2026-03-11 13:34:10,5,1.027,1.75,1
2026-03-11 13:34:14,1,1.041,1.945,1
2026-03-11 13:34:14,2,1.038,0.275,0
2026-03-11 13:34:14,3,1.011,0.197,1
2026-03-11 13:34:14,4,0.956,0.854,1
2026-03-11 13:34:14,5,0.991,1.818,1
2026-03-11 13:34:18,1,1.034,0.428,0
2026-03-11 13:34:18,2,1.018,0.132,0
2026-03-11 13:34:18,3,0.956,0.245,0
2026-03-11 13:34:18,4,1.031,1.295,1
2026-03-11 13:34:18,5,0.959,1.264,1
2026-03-11 13:34:22,1,0.954,0.657,1
2026-03-11 13:34:22,2,1.016,1.813,0
2026-03-11 13:34:22,3,1.035,0.417,1
2026-03-11 13:34:22,4,0.993,1.775,1
2026-03-11 13:34:22,5,1.024,1.775,1
2026-03-11 13:34:26,1,0.954,0.657,0
2026-03-11 13:34:26,2,1.016,1.813,0
2026-03-11 13:34:26,3,1.035,0.417,0
2026-03-11 13:34:26,4,0.993,1.775,1
2026-03-11 13:34:26,5,1.024,1.775,1
2026-03-11 13:34:30,1,1.002,0.271,1
2026-03-11 13:34:30,2,1.034,1.828,0
2026-03-11 13:34:30,3,0.96,0.889,1
2026-03-11 13:34:30,4,1.029,0.176,1
2026-03-11 13:34:30,5,0.986,1.67,1
2026-03-11 13:34:34,1,0.986,1.833,0
2026-03-11 13:34:34,2,0.988,0.655,0
2026-03-11 13:34:34,3,1.008,1.415,0
2026-03-11 13:34:34,4,0.994,1.519,1
2026-03-11 13:34:34,5,1.012,0.54,1
2026-03-11 13:34:38,1,0.954,1.524,1
2026-03-11 13:34:38,2,0.967,1.659,0
2026-03-11 13:34:38,3,1.031,1.558,1
2026-03-11 13:34:38,4,0.951,0.844,1
2026-03-11 13:34:38,5,1.015,1.575,1
2026-03-11 13:34:43,1,1.033,1.093,0
2026-03-11 13:34:43,2,1.026,1.829,0
2026-03-11 13:34:43,3,1.04,0.431,0
2026-03-11 13:34:43,4,1.039,0.709,1
2026-03-11 13:34:43,5,0.97,1.09,1
2026-03-11 13:34:47,1,1.033,1.093,1
2026-03-11 13:34:47,2,1.026,1.829,0
2026-03-11 13:34:47,3,1.04,0.431,1
2026-03-11 13:34:47,4,1.039,0.709,1
2026-03-11 13:34:47,5,0.97,1.09,1
2026-03-11 13:34:51,1,1.031,0.29,0
2026-03-11 13:34:51,2,1.04,1.21,0
2026-03-11 13:34:51,3,0.966,0.478,0
2026-03-11 13:34:51,4,0.965,1.063,1
2026-03-11 13:34:51,5,1.014,0.996,1
2026-03-11 13:34:55,1,1.021,1.057,1
2026-03-11 13:34:55,2,1.032,0.854,0
2026-03-11 13:34:55,3,0.989,0.185,1
2026-03-11 13:34:55,4,1.003,1.633,1
2026-03-11 13:34:55,5,1.024,0.674,1
2026-03-11 13:34:59,1,0.956,1.587,0
2026-03-11 13:34:59,2,0.986,1.493,0
2026-03-11 13:34:59,3,1.003,0.355,0
2026-03-11 13:34:59,4,1.046,1.047,1
2026-03-11 13:34:59,5,0.973,1.465,1
2026-03-11 13:35:03,1,1.034,0.996,1
2026-03-11 13:35:03,2,1.027,1.326,0
2026-03-11 13:35:03,3,1.042,0.68,1
2026-03-11 13:35:03,4,0.952,0.475,1
2026-03-11 13:35:03,5,1.031,1.84,1
2026-03-11 13:35:07,1,1.016,1.208,0
2026-03-11 13:35:07,2,1.012,0.768,0
2026-03-11 13:35:07,3,0.994,1.096,0
2026-03-11 13:35:07,4,1.008,1.316,1
2026-03-11 13:35:07,5,0.963,1.304,1
2026-03-11 13:35:11,1,1.016,1.208,1
2026-03-11 13:35:11,2,1.012,0.768,0
2026-03-11 13:35:11,3,0.994,1.096,1
2026-03-11 13:35:11,4,1.008,1.316,1
2026-03-11 13:35:11,5,0.963,1.304,1
2026-03-11 13:35:15,1,0.992,0.763,0
2026-03-11 13:35:15,2,0.974,0.544,0
2026-03-11 13:35:15,3,0.994,1.578,0
2026-03-11 13:35:15,4,0.982,0.274,1
2026-03-11 13:35:15,5,0.966,0.618,1
2026-03-11 13:35:19,1,0.959,1.37,1
2026-03-11 13:35:19,2,0.957,0.186,0
2026-03-11 13:35:19,3,1.03,0.562,1
2026-03-11 13:35:19,4,1.044,1.346,1
2026-03-11 13:35:19,5,1.038,1.801,1
2026-03-11 13:35:23,1,0.963,1.53,0
2026-03-11 13:35:23,2,1.013,0.447,0
2026-03-11 13:35:23,3,0.981,1.802,0
2026-03-11 13:35:23,4,1.046,0.574,1
2026-03-11 13:35:23,5,1.037,0.417,1
2026-03-11 13:35:27,1,0.981,1.153,1
2026-03-11 13:35:27,2,0.998,1.387,0
2026-03-11 13:35:27,3,1.029,0.24,1
2026-03-11 13:35:27,4,0.991,1.524,1
2026-03-11 13:35:27,5,0.976,0.808,1
2026-03-11 13:35:31,1,0.981,1.153,0
2026-03-11 13:35:31,2,0.998,1.387,0
2026-03-11 13:35:31,3,1.029,0.24,0
2026-03-11 13:35:31,4,0.991,1.524,1
2026-03-11 13:35:31,5,0.976,0.808,1
2026-03-11 13:35:36,1,0.956,1.811,0
2026-03-11 13:35:36,2,0.997,1.344,0
2026-03-11 13:35:36,3,0.984,1.033,1
2026-03-11 13:35:36,4,0.98,1.168,1
2026-03-11 13:35:36,5,0.981,0.909,1
2026-03-11 13:35:41,1,1.028,0.769,0
2026-03-11 13:35:41,2,0.968,1.424,0
2026-03-11 13:35:41,3,1.033,1.238,1
2026-03-11 13:35:41,4,0.977,0.827,1
2026-03-11 13:35:41,5,0.994,1.213,1
2026-03-11 13:36:02,1,1.049,1.844,0
2026-03-11 13:36:02,2,0.975,1.149,0
2026-03-11 13:36:02,3,1.026,1.712,1
2026-03-11 13:36:02,4,0.957,0.861,1
2026-03-11 13:36:02,5,0.963,0.903,1
2026-03-11 13:36:10,1,1.015,0.768,0
2026-03-11 13:36:10,2,0.998,1.266,0
2026-03-11 13:36:10,3,1.013,1.72,1
2026-03-11 13:36:10,4,1.045,1.252,1
2026-03-11 13:36:10,5,1.019,1.053,1
2026-03-11 13:36:18,1,0.959,0.548,0
2026-03-11 13:36:18,2,1.006,0.141,0
2026-03-11 13:36:18,3,1.038,1.09,1
2026-03-11 13:36:18,4,0.974,0.189,1
2026-03-11 13:36:18,5,1.034,1.417,1
2026-03-11 13:40:34,1,0.995,1.296,0
2026-03-11 13:40:34,2,1.049,1.596,0
2026-03-11 13:40:34,3,1.049,1.977,1
2026-03-11 13:40:34,4,0.974,0.189,1
2026-03-11 13:40:34,5,1.011,1.895,1
2026-03-11 13:40:38,1,1.0,0.631,0
2026-03-11 13:40:38,2,0.979,0.118,0
2026-03-11 13:40:38,3,0.993,1.777,1
2026-03-11 13:40:38,4,1.049,0.519,1
2026-03-11 13:40:38,5,1.011,1.895,1
2026-03-11 13:40:42,1,1.001,1.782,0
2026-03-11 13:40:42,2,0.99,1.577,0
2026-03-11 13:40:42,3,1.032,0.932,1
2026-03-11 13:40:42,4,1.046,0.537,1
2026-03-11 13:40:42,5,0.96,0.531,1
2026-03-11 13:40:47,1,0.995,1.796,0
2026-03-11 13:40:47,2,1.034,1.808,0
2026-03-11 13:40:47,3,0.989,1.454,1
2026-03-11 13:40:47,4,0.974,0.243,1
2026-03-11 13:40:47,5,1.029,0.653,1
2026-03-11 13:40:51,1,0.983,1.967,0
2026-03-11 13:40:51,2,0.982,0.236,0
2026-03-11 13:40:51,3,0.976,1.317,1
2026-03-11 13:40:51,4,1.005,0.207,1
2026-03-11 13:40:51,5,0.972,1.412,1
2026-03-11 13:40:55,1,0.993,0.573,0
2026-03-11 13:40:55,2,0.984,0.434,0
2026-03-11 13:40:55,3,0.963,0.397,1
2026-03-11 13:40:55,4,0.959,0.286,1
2026-03-11 13:40:55,5,0.98,0.213,1
2026-03-11 13:40:59,1,0.993,0.573,0
2026-03-11 13:40:59,2,0.984,0.434,0
2026-03-11 13:40:59,3,1.011,1.179,1
2026-03-11 13:40:59,4,0.981,1.936,1
2026-03-11 13:40:59,5,1.007,1.962,1
2026-03-11 13:41:04,1,0.99,1.766,0
2026-03-11 13:41:04,2,0.959,1.3,0
2026-03-11 13:41:04,3,1.011,1.179,1
2026-03-11 13:41:04,4,1.012,1.57,1
2026-03-11 13:41:04,5,0.997,1.258,1
2026-03-11 13:41:09,1,0.978,0.838,0
2026-03-11 13:41:09,2,0.981,1.394,0
2026-03-11 13:41:09,3,1.019,1.773,1
2026-03-11 13:41:09,4,1.012,1.57,1
2026-03-11 13:41:09,5,0.997,1.258,1
2026-03-11 13:41:13,1,1.019,1.516,0
2026-03-11 13:41:13,2,0.991,1.622,0
2026-03-11 13:41:13,3,1.007,1.524,1
2026-03-11 13:41:13,4,0.967,1.112,1
2026-03-11 13:41:13,5,1.038,0.256,1
2026-03-11 13:41:17,1,1.028,0.247,0
2026-03-11 13:41:17,2,0.993,1.693,0
2026-03-11 13:41:17,3,0.955,0.19,1
2026-03-11 13:41:17,4,1.046,1.68,1
2026-03-11 13:41:17,5,0.997,0.773,1
2026-03-11 13:41:22,1,1.044,0.496,0
2026-03-11 13:41:22,2,1.044,0.494,0
2026-03-11 13:41:22,3,1.017,0.974,1
2026-03-11 13:41:22,4,0.976,1.644,1
2026-03-11 13:41:22,5,0.982,0.255,1
2026-03-11 13:41:27,1,0.965,1.497,0
2026-03-11 13:41:27,2,0.97,1.35,0
2026-03-11 13:41:27,3,0.978,1.341,1
2026-03-11 13:41:27,4,1.044,1.995,1
2026-03-11 13:41:27,5,0.986,1.599,1
2026-03-11 13:41:31,1,1.031,1.144,0
2026-03-11 13:41:31,2,0.973,0.799,0
2026-03-11 13:41:31,3,1.003,1.895,1
2026-03-11 13:41:31,4,0.959,1.361,1
2026-03-11 13:41:31,5,1.031,1.658,1
2026-03-11 13:41:36,1,1.016,1.052,0
2026-03-11 13:41:36,2,0.956,1.902,0
2026-03-11 13:41:36,3,0.985,1.744,1
2026-03-11 13:41:36,4,0.964,0.777,1
2026-03-11 13:41:36,5,1.01,1.403,1
2026-03-11 13:41:41,1,0.988,1.703,0
2026-03-11 13:41:41,2,1.02,1.216,0
2026-03-11 13:41:41,3,0.972,1.016,1
2026-03-11 13:41:41,4,1.026,1.096,1
2026-03-11 13:41:41,5,1.003,1.226,1
2026-03-11 13:41:46,1,1.017,1.971,0
2026-03-11 13:41:46,2,1.034,1.597,0
2026-03-11 13:41:46,3,1.041,0.454,1
2026-03-11 13:41:46,4,0.966,0.789,1
2026-03-11 13:41:46,5,1.036,1.75,1
2026-03-11 13:41:51,1,1.0,1.604,0
2026-03-11 13:41:51,2,0.973,1.617,0
2026-03-11 13:41:51,3,1.013,0.448,1
2026-03-11 13:41:51,4,1.019,0.743,1
2026-03-11 13:41:51,5,0.998,0.497,1
2026-03-11 13:41:55,1,1.016,0.595,0
2026-03-11 13:41:55,2,1.003,1.065,0
2026-03-11 13:41:55,3,0.964,1.589,1
2026-03-11 13:41:55,4,1.046,0.113,1
2026-03-11 13:41:55,5,1.031,1.31,1
2026-03-11 13:42:01,1,1.012,0.174,0
2026-03-11 13:42:01,2,1.016,0.941,0
2026-03-11 13:42:01,3,0.984,0.315,1
2026-03-11 13:42:01,4,1.009,0.189,1
2026-03-11 13:42:01,5,1.012,1.363,1
2026-03-11 13:42:06,1,0.967,0.114,0
2026-03-11 13:42:06,2,1.026,1.335,0
2026-03-11 13:42:06,3,1.013,1.94,1
2026-03-11 13:42:06,4,1.018,0.333,1
2026-03-11 13:42:06,5,1.04,0.142,1
2026-03-11 13:42:10,1,1.037,1.753,0
2026-03-11 13:42:10,2,1.02,0.449,0
2026-03-11 13:42:10,3,0.985,0.784,1
2026-03-11 13:42:10,4,1.042,0.248,1
2026-03-11 13:42:10,5,0.995,0.343,1
2026-03-11 13:42:14,1,1.02,0.557,0
2026-03-11 13:42:14,2,0.98,1.285,0
2026-03-11 13:42:14,3,0.951,0.204,1
2026-03-11 13:42:14,4,0.998,0.521,1
2026-03-11 13:42:14,5,1.033,1.018,1
2026-03-11 13:42:20,1,0.988,0.216,0
2026-03-11 13:42:20,2,0.958,1.335,0
2026-03-11 13:42:20,3,1.006,1.569,1
2026-03-11 13:42:20,4,1.014,0.174,1
2026-03-11 13:42:20,5,1.007,1.874,1
2026-03-11 13:42:25,1,0.992,0.493,0
2026-03-11 13:42:25,2,0.98,1.547,0
2026-03-11 13:42:25,3,1.015,1.066,1
2026-03-11 13:42:25,4,1.037,1.645,1
2026-03-11 13:42:25,5,0.978,1.496,1
2026-03-11 13:42:29,1,0.992,0.493,0
2026-03-11 13:42:29,2,0.98,1.547,0
2026-03-11 13:42:29,3,1.015,1.066,1
2026-03-11 13:42:29,4,1.037,1.645,1
2026-03-11 13:42:29,5,0.978,1.496,1
2026-03-11 13:42:33,1,0.992,0.163,0
2026-03-11 13:42:33,2,1.015,1.186,0
2026-03-11 13:42:33,3,1.036,1.931,1
2026-03-11 13:42:33,4,0.998,1.297,1
2026-03-11 13:42:33,5,0.994,1.124,1
2026-03-11 13:42:38,1,0.981,1.567,0
2026-03-11 13:42:38,2,0.964,0.495,0
2026-03-11 13:42:38,3,0.967,0.595,1
2026-03-11 13:42:38,4,0.984,1.852,1
2026-03-11 13:42:38,5,1.048,0.221,1
2026-03-11 13:42:42,1,0.959,1.144,0
2026-03-11 13:42:42,2,0.954,1.363,0
2026-03-11 13:42:42,3,1.005,1.348,1
2026-03-11 13:42:42,4,1.018,0.437,1
2026-03-11 13:42:42,5,1.045,0.219,1
2026-03-11 13:42:46,1,1.035,1.803,0
2026-03-11 13:42:46,2,1.047,0.287,0
2026-03-11 13:42:46,3,1.012,0.197,1
2026-03-11 13:42:46,4,1.026,1.924,1
2026-03-11 13:42:46,5,1.009,1.429,1
2026-03-11 13:42:51,1,1.008,0.945,0
2026-03-11 13:42:51,2,0.954,1.784,0
2026-03-11 13:42:51,3,0.958,1.509,1
2026-03-11 13:42:51,4,0.985,1.883,1
2026-03-11 13:42:51,5,1.021,0.447,1
2026-03-11 13:42:55,1,0.979,1.264,0
2026-03-11 13:42:55,2,1.038,0.443,0
2026-03-11 13:42:55,3,0.974,0.998,1
2026-03-11 13:42:55,4,1.026,1.362,1
2026-03-11 13:42:55,5,0.998,0.131,1
2026-03-11 13:43:00,1,0.979,1.264,0
2026-03-11 13:43:00,2,0.979,1.594,0
2026-03-11 13:43:00,3,0.976,1.562,1
2026-03-11 13:43:00,4,0.962,1.809,1
2026-03-11 13:43:00,5,1.019,1.942,1
2026-03-11 13:43:05,1,0.996,0.382,0
2026-03-11 13:43:05,2,0.979,1.594,0
2026-03-11 13:43:05,3,0.983,1.632,1
2026-03-11 13:43:05,4,1.017,1.109,1
2026-03-11 13:43:05,5,0.958,0.766,1
2026-03-11 13:43:10,1,1.03,1.788,0
2026-03-11 13:43:10,2,0.973,0.733,0
2026-03-11 13:43:10,3,0.983,1.632,1
2026-03-11 13:43:10,4,1.017,1.109,1
2026-03-11 13:43:10,5,0.958,0.766,1
2026-03-11 13:43:15,1,1.028,0.482,0
2026-03-11 13:43:15,2,1.025,0.524,0
2026-03-11 13:43:15,3,0.963,0.465,1
2026-03-11 13:43:15,4,1.044,0.569,1
2026-03-11 13:43:15,5,1.029,0.277,1
2026-03-11 13:43:19,1,1.028,0.335,0
2026-03-11 13:43:19,2,0.985,0.778,0
2026-03-11 13:43:19,3,1.001,0.819,1
2026-03-11 13:43:19,4,1.001,1.143,1
2026-03-11 13:43:19,5,1.014,1.649,1
2026-03-11 13:43:24,1,1.008,0.634,0
2026-03-11 13:43:24,2,0.996,1.576,0
2026-03-11 13:43:24,3,0.994,0.544,1
2026-03-11 13:43:24,4,0.961,0.615,1
2026-03-11 13:43:24,5,0.952,0.431,1
2026-03-11 13:43:29,1,0.965,1.318,0
2026-03-11 13:43:29,2,0.969,0.648,0
2026-03-11 13:43:29,3,0.974,0.731,1
2026-03-11 13:43:29,4,0.976,0.841,1
2026-03-11 13:43:29,5,0.999,0.134,1
2026-03-11 13:43:35,1,0.991,0.369,0
2026-03-11 13:43:35,2,1.0,0.688,0
2026-03-11 13:43:35,3,0.96,1.936,1
2026-03-11 13:43:35,4,1.021,1.607,1
2026-03-11 13:43:35,5,0.999,0.134,1
2026-03-11 13:43:39,1,1.019,1.844,0
2026-03-11 13:43:39,2,0.99,0.23,0
2026-03-11 13:43:39,3,1.021,0.423,1
2026-03-11 13:43:39,4,0.974,1.092,1
2026-03-11 13:43:39,5,0.961,1.893,1
2026-03-11 13:43:44,1,0.956,1.755,0
2026-03-11 13:43:44,2,0.967,0.206,0
2026-03-11 13:43:44,3,0.977,1.064,1
2026-03-11 13:43:44,4,1.007,1.753,1
2026-03-11 13:43:44,5,0.96,1.398,1
2026-03-11 13:43:49,1,0.962,0.514,0
2026-03-11 13:43:49,2,1.049,0.634,0
2026-03-11 13:43:49,3,0.956,1.629,1
2026-03-11 13:43:49,4,0.983,1.25,1
2026-03-11 13:43:49,5,1.018,0.137,1
2026-03-11 13:43:53,1,0.996,1.1,0
2026-03-11 13:43:53,2,1.011,0.753,0
2026-03-11 13:43:53,3,0.959,1.122,1
2026-03-11 13:43:53,4,1.005,1.567,1
2026-03-11 13:43:53,5,0.961,1.957,1
2026-03-11 13:43:58,1,0.965,1.609,0
2026-03-11 13:43:58,2,1.021,0.387,0
2026-03-11 13:43:58,3,0.961,0.462,1
2026-03-11 13:43:58,4,1.034,1.645,1
2026-03-11 13:43:58,5,1.048,0.149,1
2026-03-11 13:44:02,1,0.998,1.163,0
2026-03-11 13:44:02,2,1.048,1.162,0
2026-03-11 13:44:02,3,1.044,1.542,1
2026-03-11 13:44:02,4,1.024,0.137,1
2026-03-11 13:44:02,5,1.006,0.484,1
2026-03-11 13:44:07,1,0.979,1.093,0
2026-03-11 13:44:07,2,1.019,1.518,0
2026-03-11 13:44:07,3,1.006,1.212,1
2026-03-11 13:44:07,4,0.956,0.366,1
2026-03-11 13:44:07,5,0.97,1.269,1
2026-03-11 13:44:12,1,0.96,0.766,0
2026-03-11 13:44:12,2,0.998,0.313,0
2026-03-11 13:44:12,3,1.015,1.357,1
2026-03-11 13:44:12,4,1.047,1.011,1
2026-03-11 13:44:12,5,0.98,0.691,1
2026-03-11 13:44:17,1,1.02,1.947,0
2026-03-11 13:44:17,2,0.987,0.354,0
2026-03-11 13:44:17,3,0.965,1.284,1
2026-03-11 13:44:17,4,1.009,0.299,1
2026-03-11 13:44:17,5,0.959,0.617,1
2026-03-11 13:44:22,1,1.01,0.551,0
2026-03-11 13:44:22,2,0.962,0.944,0
2026-03-11 13:44:22,3,1.014,0.642,1
2026-03-11 13:44:22,4,1.043,1.137,1
2026-03-11 13:44:22,5,0.994,0.905,1
2026-03-11 13:44:27,1,0.975,0.127,0
2026-03-11 13:44:27,2,1.004,0.264,0
2026-03-11 13:44:27,3,0.997,0.25,1
2026-03-11 13:44:27,4,0.993,1.386,1
2026-03-11 13:44:27,5,1.021,0.755,1
2026-03-11 13:44:33,1,1.032,0.203,0
2026-03-11 13:44:33,2,0.975,1.745,0
2026-03-11 13:44:33,3,1.025,0.351,1
2026-03-11 13:44:33,4,1.025,0.209,1
2026-03-11 13:44:33,5,0.961,0.781,1
2026-03-11 13:44:39,1,1.016,1.471,0
2026-03-11 13:44:39,2,0.96,1.753,0
2026-03-11 13:44:39,3,0.984,1.723,1
2026-03-11 13:44:39,4,0.961,1.643,1
2026-03-11 13:44:39,5,1.03,0.574,1
2026-03-11 13:44:49,1,0.992,1.673,0
2026-03-11 13:44:49,2,1.028,1.999,0
2026-03-11 13:44:49,3,0.972,0.147,1
2026-03-11 13:44:49,4,0.981,0.642,1
2026-03-11 13:44:49,5,0.954,1.845,1
2026-03-11 13:44:59,1,1.013,0.824,0
2026-03-11 13:44:59,2,0.959,1.379,0
2026-03-11 13:44:59,3,1.039,1.216,1
2026-03-11 13:44:59,4,1.004,1.029,1
2026-03-11 13:44:59,5,0.985,0.902,1
2026-03-11 13:45:09,1,0.953,0.336,0
2026-03-11 13:45:09,2,0.964,0.833,0
2026-03-11 13:45:09,3,1.043,0.149,1
2026-03-11 13:45:09,4,0.984,1.305,1
2026-03-11 13:45:09,5,1.045,1.008,1
2026-03-11 13:45:17,1,1.009,0.747,0
2026-03-11 13:45:17,2,0.964,1.709,0
2026-03-11 13:45:17,3,1.002,1.494,1
2026-03-11 13:45:17,4,0.977,1.069,1
2026-03-11 13:45:17,5,0.979,1.245,1
timestamp,bus,V(pu),I(pu),breaker_status
2026-03-12 08:42:50,1,1.019,0.863,1
2026-03-12 08:42:50,2,1.005,0.35,1
2026-03-12 08:42:50,3,1.016,1.527,1
2026-03-12 08:42:50,4,1.037,0.189,1
2026-03-12 08:42:50,5,0.974,1.962,1
2026-03-12 08:42:54,1,0.972,0.941,0
2026-03-12 08:42:54,2,1.049,1.757,0
2026-03-12 08:42:54,3,1.012,0.389,0
2026-03-12 08:42:54,4,1.04,0.114,1
2026-03-12 08:42:54,5,0.954,0.88,1
2026-03-12 08:42:58,1,0.995,1.963,1
2026-03-12 08:42:58,2,1.007,1.078,0
2026-03-12 08:42:58,3,1.037,0.253,1
2026-03-12 08:42:58,4,1.048,1.016,1
2026-03-12 08:42:58,5,1.018,0.939,1
2026-03-12 08:43:02,1,0.995,1.963,0
2026-03-12 08:43:02,2,1.007,1.078,0
2026-03-12 08:43:02,3,1.037,0.253,0
2026-03-12 08:43:02,4,1.048,1.016,1
2026-03-12 08:43:02,5,1.018,0.939,1
2026-03-12 08:43:06,1,1.026,0.798,1
2026-03-12 08:43:06,2,1.046,1.312,0
2026-03-12 08:43:06,3,1.025,0.155,1
2026-03-12 08:43:06,4,0.994,0.36,1
2026-03-12 08:43:06,5,1.003,1.362,1
2026-03-12 08:43:10,1,1.04,0.337,0
2026-03-12 08:43:10,2,1.044,1.001,0
2026-03-12 08:43:10,3,0.952,1.752,0
2026-03-12 08:43:10,4,0.97,0.265,1
2026-03-12 08:43:10,5,0.998,0.417,1
2026-03-12 08:43:15,1,0.974,1.262,1
2026-03-12 08:43:15,2,0.952,0.673,0
2026-03-12 08:43:15,3,0.989,0.144,1
2026-03-12 08:43:15,4,1.004,0.3,1
2026-03-12 08:43:15,5,1.044,0.334,1
2026-03-12 08:43:19,1,1.025,1.781,0
2026-03-12 08:43:19,2,1.026,1.186,0
2026-03-12 08:43:19,3,0.967,1.653,0
2026-03-12 08:43:19,4,0.966,0.596,1
2026-03-12 08:43:19,5,0.974,1.213,1
2026-03-12 08:43:23,1,0.978,1.904,1
2026-03-12 08:43:23,2,0.985,1.8,0
2026-03-12 08:43:23,3,0.962,0.48,1
2026-03-12 08:43:23,4,0.971,1.265,1
2026-03-12 08:43:23,5,0.982,1.404,1
2026-03-12 08:43:27,1,0.978,1.904,0
2026-03-12 08:43:27,2,0.985,1.8,0
2026-03-12 08:43:27,3,0.962,0.48,0
2026-03-12 08:43:27,4,0.971,1.265,1
2026-03-12 08:43:27,5,0.982,1.404,1
2026-03-12 08:43:31,1,1.031,0.49,1
2026-03-12 08:43:31,2,0.994,1.667,0
2026-03-12 08:43:31,3,0.983,1.224,1
2026-03-12 08:43:31,4,0.959,0.453,1
2026-03-12 08:43:31,5,0.999,0.902,1
2026-03-12 08:43:35,1,0.979,1.307,0
2026-03-12 08:43:35,2,1.033,0.145,0
2026-03-12 08:43:35,3,0.968,1.058,0
2026-03-12 08:43:35,4,0.954,1.687,1
2026-03-12 08:43:35,5,1.003,1.157,1
2026-03-12 08:43:39,1,0.966,1.358,1
2026-03-12 08:43:39,2,1.012,0.23,0
2026-03-12 08:43:39,3,1.021,1.267,1
2026-03-12 08:43:39,4,1.018,0.373,1
2026-03-12 08:43:39,5,1.041,1.627,1
2026-03-12 08:43:43,1,1.019,0.4,0
2026-03-12 08:43:43,2,1.015,0.887,0
2026-03-12 08:43:43,3,0.991,0.904,0
2026-03-12 08:43:43,4,1.036,1.335,1
2026-03-12 08:43:43,5,0.972,1.597,1
2026-03-12 08:43:48,1,0.963,0.654,1
2026-03-12 08:43:48,2,1.023,0.357,0
2026-03-12 08:43:48,3,1.04,0.25,1
2026-03-12 08:43:48,4,1.049,1.353,1
2026-03-12 08:43:48,5,1.018,1.825,1
2026-03-12 08:43:52,1,0.963,0.654,0
2026-03-12 08:43:52,2,1.023,0.357,0
2026-03-12 08:43:52,3,1.04,0.25,0
2026-03-12 08:43:52,4,1.049,1.353,1
2026-03-12 08:43:52,5,1.018,1.825,1
2026-03-12 08:43:56,1,1.037,0.702,1
2026-03-12 08:43:56,2,1.011,0.254,0
2026-03-12 08:43:56,3,0.962,1.791,1
2026-03-12 08:43:56,4,0.964,1.926,1
2026-03-12 08:43:56,5,1.045,1.297,1
2026-03-12 08:44:00,1,1.024,1.056,0
2026-03-12 08:44:00,2,1.026,1.284,0
2026-03-12 08:44:00,3,1.026,1.683,0
2026-03-12 08:44:00,4,1.031,0.207,1
2026-03-12 08:44:00,5,1.034,0.101,1
2026-03-12 08:44:04,1,0.991,0.57,1
2026-03-12 08:44:04,2,0.977,0.974,0
2026-03-12 08:44:04,3,1.037,0.215,1
2026-03-12 08:44:04,4,0.992,0.791,1
2026-03-12 08:44:04,5,1.025,0.38,1
2026-03-12 08:44:08,1,1.008,1.313,0
2026-03-12 08:44:08,2,0.953,0.988,0
2026-03-12 08:44:08,3,0.984,1.088,0
2026-03-12 08:44:08,4,1.024,0.902,1
2026-03-12 08:44:08,5,0.973,1.399,1
2026-03-12 08:44:12,1,1.008,1.313,1
2026-03-12 08:44:12,2,0.953,0.988,0
2026-03-12 08:44:12,3,0.984,1.088,1
2026-03-12 08:44:12,4,1.024,0.902,1
2026-03-12 08:44:12,5,0.973,1.399,1
2026-03-12 08:44:16,1,0.954,1.347,0
2026-03-12 08:44:16,2,0.98,0.88,0
2026-03-12 08:44:16,3,0.966,0.532,0
2026-03-12 08:44:16,4,0.965,0.341,1
2026-03-12 08:44:16,5,0.955,0.863,1
2026-03-12 08:44:20,1,1.022,0.397,1
2026-03-12 08:44:20,2,1.027,0.148,0
2026-03-12 08:44:20,3,1.017,0.474,1
2026-03-12 08:44:20,4,1.017,0.137,1
2026-03-12 08:44:20,5,1.014,1.403,1
2026-03-12 08:44:25,1,0.984,0.793,0
2026-03-12 08:44:25,2,0.974,1.02,0
2026-03-12 08:44:25,3,0.973,0.214,0
2026-03-12 08:44:25,4,1.023,1.763,1
2026-03-12 08:44:25,5,1.004,0.683,1
2026-03-12 08:44:29,1,1.008,0.764,1
2026-03-12 08:44:29,2,1.042,1.232,0
2026-03-12 08:44:29,3,1.043,1.478,1
2026-03-12 08:44:29,4,1.035,0.222,1
2026-03-12 08:44:29,5,0.951,1.797,1
2026-03-12 08:44:33,1,1.035,0.46,0
2026-03-12 08:44:33,2,0.972,1.566,0
2026-03-12 08:44:33,3,0.985,1.679,0
2026-03-12 08:44:33,4,1.048,0.825,1
2026-03-12 08:44:33,5,1.014,0.146,1
2026-03-12 08:44:37,1,1.035,0.46,1
